Complaint_ID,Consumer_complaint_narrative,Narrative_Length,Chunks
2277827,"Threatening to or stating that I have a lawsuit against me in federal court by email. Also called over the last 6 months posing as the XXXX County Sherriff s office, stating that they are going to file a warrant on me that day and have me arrested at my job.",258,"['Threatening to or stating that I have a lawsuit against me in federal court by email. Also called over the last 6 months posing as the XXXX County Sherriff s office, stating that they are going to file a warrant on me that day and have me arrested at my job.']"
2422423,"Transworld Systems Inc.  www.transworldpayments.com  continue to call my home, harass my family, and send me letters for a debt of 120.00 for a medical bill that I paid over a month ago I have shared the receipt, and yet they continue to harass me.",248,"['Transworld Systems Inc.  www.transworldpayments.com  continue to call my home, harass my family, and send me letters for a debt of 120.00 for a medical bill that I paid over a month ago I have shared the receipt, and yet they continue to harass me.']"
2367095,I do not believe I owe the dept they are reporting and it is extremely difficult to communicate with experian.,110,['I do not believe I owe the dept they are reporting and it is extremely difficult to communicate with experian.']
2339136,Ask for validation of accounts and inquiries on my credit and was not provided with any proof of documentation with my signature on it.,135,['Ask for validation of accounts and inquiries on my credit and was not provided with any proof of documentation with my signature on it.']
2381114,There are address attached to my credit report that do not belong to me. I will like like for you to help me solve this issue.,126,['There are address attached to my credit report that do not belong to me. I will like like for you to help me solve this issue.']
2415828,An item that was removed last year XXXX2016 has been reinserted and I did not receive documentation as to why.,110,['An item that was removed last year XXXX2016 has been reinserted and I did not receive documentation as to why.']
2368864,I have attempted to conant Discover through their Secure Message Center. They will not answer my questions. They simply replay to the with the same canned message each time so I know they are not reading the question  s  posed. Ticket Number XXXX.,247,['I have attempted to conant Discover through their Secure Message Center. They will not answer my questions. They simply replay to the with the same canned message each time so I know they are not reading the question  s  posed. Ticket Number XXXX.']
2379194,"Macy s has adopted a  minimum interest charge  of  XXXXmonth  regardless of the balance due at the time interest is calculated. If the balance due is 0.00, for instance, the 2.00 minimum would reflect a insane rate of interest. Does nt seem fair.",246,"['Macy s has adopted a  minimum interest charge  of  XXXXmonth  regardless of the balance due at the time interest is calculated. If the balance due is 0.00, for instance, the 2.00 minimum would reflect a insane rate of interest. Does nt seem fair.']"
2329060,This is a debt that has been cleared up with XXXX XXXX. They actually owe me money due to an overpayment. I have asked 3 times for CCS Collections to stop calling me but they wo nt.,181,['This is a debt that has been cleared up with XXXX XXXX. They actually owe me money due to an overpayment. I have asked 3 times for CCS Collections to stop calling me but they wo nt.']
2421203,Accounts result of previous fraud dated back XXXXXXXX disputed numerous times from XXXX XXXX 4500.00 and Judgment XXXX 4500.00 from XXXX  XXXX are results of Neglect on Both parties to follow up on Disputes back from XXXXXXXX thru XXXXXXXX,239,['Accounts result of previous fraud dated back XXXXXXXX disputed numerous times from XXXX XXXX 4500.00 and Judgment XXXX 4500.00 from XXXX  XXXX are results of Neglect on Both parties to follow up on Disputes back from XXXXXXXX thru XXXXXXXX']
2279801,Amount owed is much less than stated. XXXX must also take into account the they they had preached the trust and agreement between them and i. Therefore forced me to incurre various charges to move to a new carrier. Therefore ammount requested is wrong and baseless.,265,['Amount owed is much less than stated. XXXX must also take into account the they they had preached the trust and agreement between them and i. Therefore forced me to incurre various charges to move to a new carrier. Therefore ammount requested is wrong and baseless.']
2472071,XXXX    XXXX    Experian  continues to report inaccurate negative items on my report that I have previously disput ed 6 ti me.They continuos to report account with no account number. Inaccurate information that is hurting my credit.,232,['XXXX    XXXX    Experian  continues to report inaccurate negative items on my report that I have previously disput ed 6 ti me.They continuos to report account with no account number. Inaccurate information that is hurting my credit.']
2378622,I had a XXXXAmerican Express credit card that had accumulated XXXX world points on it. XXXX XXXX XXXX XXXX proactively decided to close my card with out telling me. Now I am not able to redeem my points and am wondering what gives them the right to steal XXXX points from my account,282,['I had a XXXXAmerican Express credit card that had accumulated XXXX world points on it. XXXX XXXX XXXX XXXX proactively decided to close my card with out telling me. Now I am not able to redeem my points and am wondering what gives them the right to steal XXXX points from my account']
2277501,I have made several request to Equifax to remove a fraudulent account that I do not owe them. I sent a identity theft affidavit as well as a picture of the persoon who di on and who was arrested for the crime. He has the same name as me and they st ill left the account on my report.,283,['I have made several request to Equifax to remove a fraudulent account that I do not owe them. I sent a identity theft affidavit as well as a picture of the persoon who di on and who was arrested for the crime. He has the same name as me and they st ill left the account on my report.']
2427088,"Experian is reporting a creditor on my credit report that has not validated the information about the reported account, XXXX. XXXX has reported an account as in collections before validating the account, This is a violation of the FCRA,",236,"['Experian is reporting a creditor on my credit report that has not validated the information about the reported account, XXXX. XXXX has reported an account as in collections before validating the account, This is a violation of the FCRA,']"
2339356,Failed to send verification. Very demeaning,43,['Failed to send verification. Very demeaning']
2474048,I demand these account must be verified or removed immediately  XXXX   XXXX  Account   XXXX   XXXX   XXXX   XXXX  Account   XXXX   XXXX   XXXX   XXXX  Account   XXXX     XXXX   XXXX   XXXX   Account   XXXX,205,['I demand these account must be verified or removed immediately  XXXX   XXXX  Account   XXXX   XXXX   XXXX   XXXX  Account   XXXX   XXXX   XXXX   XXXX  Account   XXXX     XXXX   XXXX   XXXX   Account   XXXX']
2370906,This account is and has been resolved since XXXX2013 but Wells continues to report balance owing on my credit for the past few years.,133,['This account is and has been resolved since XXXX2013 but Wells continues to report balance owing on my credit for the past few years.']
2423046,I have a XXXX account on my credit report that XXXX has no idea what this is on my report as I have an account in good standing with them and they do not report to the credit bureau,181,['I have a XXXX account on my credit report that XXXX has no idea what this is on my report as I have an account in good standing with them and they do not report to the credit bureau']
2472790,XXXX  student loans have been  discharged a nd I have a letter from the   XXXX   XXXX   XXXX   stating all loans have b een discharged.  The  XXXX  credit bureaus refuse to accept the letter.,191,['XXXX  student loans have been  discharged a nd I have a letter from the   XXXX   XXXX   XXXX   stating all loans have b een discharged.  The  XXXX  credit bureaus refuse to accept the letter.']
2282056,"We had a shortsale, but Bank of America has it posted as a foreclosure on our credit record. We ve requested multiple times to have it fixed and they are not responding.",169,"['We had a shortsale, but Bank of America has it posted as a foreclosure on our credit record. We ve requested multiple times to have it fixed and they are not responding.']"
2368122,Summit receivables called my husband about my debt and he is not on card. They called me and tried to tell me I am in a XXXX state and they can collect from him. I am in Georgia so they ca nt. They tried to scare me by saying if they go to court it will affect my husband,271,['Summit receivables called my husband about my debt and he is not on card. They called me and tried to tell me I am in a XXXX state and they can collect from him. I am in Georgia so they ca nt. They tried to scare me by saying if they go to court it will affect my husband']
2420547,"I disputed the accuracy of a collection by a collection agency. The item was deleted by Experian on XXXX2017. It was them reinserted on XXXX2017. I did not receive a letter from Experian giving the reason for reinsertion, as is required by the FCRA.",249,"['I disputed the accuracy of a collection by a collection agency. The item was deleted by Experian on XXXX2017. It was them reinserted on XXXX2017. I did not receive a letter from Experian giving the reason for reinsertion, as is required by the FCRA.']"
2372580,"I was in between jobs and the company repossessed my vehicle. I did pay the money to receive the vehicle back in my possession, but they are still reporting the account as an charge off.",186,"['I was in between jobs and the company repossessed my vehicle. I did pay the money to receive the vehicle back in my possession, but they are still reporting the account as an charge off.']"
2334195,I had engaged a mortgage lender and was incorrectly advised by this lender on a gift transaction. As a result they are telling me I am required to disclose additional information I was told I would nt have to due to this transaction.,233,['I had engaged a mortgage lender and was incorrectly advised by this lender on a gift transaction. As a result they are telling me I am required to disclose additional information I was told I would nt have to due to this transaction.']
2414945,"Submitted disputes with company where either information was incorrect or did not update. When items were reported to be removed by creditor, they were not removed. Timeliness and accuracy of reporting was inefficient.",218,"['Submitted disputes with company where either information was incorrect or did not update. When items were reported to be removed by creditor, they were not removed. Timeliness and accuracy of reporting was inefficient.']"
2422374,I was told my a Chase bank center near my house that if I withdrew cash from my Chase Credit card that there would be  NO  cash advance fees. When I got my statement a 3  was charged about XXXX times. I called Chase and they will not reverse the charges.,254,['I was told my a Chase bank center near my house that if I withdrew cash from my Chase Credit card that there would be  NO  cash advance fees. When I got my statement a 3  was charged about XXXX times. I called Chase and they will not reverse the charges.']
2477185,I AM THE VICTIM OF IDENTITY THEFT AND ATTEMPTED TO GET  XXXX  ACCOUNTS BLOCKED VIA FCRA  605B.   XXXX .   XXXX   XXXX   XXXX .    XXXX   XXXX  . THEY HAVE MADE IT EXTREMELY DIFFICULT TO GET THIS BLOCKED. PLEASE HELP,215,['I AM THE VICTIM OF IDENTITY THEFT AND ATTEMPTED TO GET  XXXX  ACCOUNTS BLOCKED VIA FCRA  605B.   XXXX .   XXXX   XXXX   XXXX .    XXXX   XXXX  . THEY HAVE MADE IT EXTREMELY DIFFICULT TO GET THIS BLOCKED. PLEASE HELP']
2280484,"I was in collections in 2013 with Diversified consultants, a collector for XXXX. 
Apparently it continues to show up as an unpaid debt with XXXX which is incorrect.",164,"['I was in collections in 2013 with Diversified consultants, a collector for XXXX. \nApparently it continues to show up as an unpaid debt with XXXX which is incorrect.']"
2500477,I have no knowledge of this debt. I never received a right to dispute.,70,['I have no knowledge of this debt. I never received a right to dispute.']
2373309,"I have no idea what it is, and I am 100  sure it is not mine.",61,"['I have no idea what it is, and I am 100  sure it is not mine.']"
2419866,This item came back as belonging to me. I paid off this credit card and its showing I owe a balance of 180.00 and chargeoff. I have attached my last statement where it show s 0.00 this account never went into a chargeoff status. Please remove from my credit reports.,266,['This item came back as belonging to me. I paid off this credit card and its showing I owe a balance of 180.00 and chargeoff. I have attached my last statement where it show s 0.00 this account never went into a chargeoff status. Please remove from my credit reports.']
2340100,Cancelled debt but failed to reconvey the lien,46,['Cancelled debt but failed to reconvey the lien']
2333556,I HAVE A JCPENNEY ACCT AND I HAVE XXXX INSURANCEON THE ACCT I HAD A XXXX IN MID XXXX I AM NIOW XXXX FROM A XXXX I AM IN XXXX THEY SHOULD BE PAYING THE ACCT,155,['I HAVE A JCPENNEY ACCT AND I HAVE XXXX INSURANCEON THE ACCT I HAD A XXXX IN MID XXXX I AM NIOW XXXX FROM A XXXX I AM IN XXXX THEY SHOULD BE PAYING THE ACCT']
2473548,"On   XXXX     I applied for my free credit report and was denied twice, the first being some hippo code and second was insufficient documentation.",146,"['On   XXXX     I applied for my free credit report and was denied twice, the first being some hippo code and second was insufficient documentation.']"
2382050,"this account was paid on time and never late, but experian is reporting this account negative, please have this negative item removed from my records. i have disputed and wrote letters to experian and also the creditor, please help me to remove the negative item. 
thank you",274,"['this account was paid on time and never late, but experian is reporting this account negative, please have this negative item removed from my records. i have disputed and wrote letters to experian and also the creditor, please help me to remove the negative item. \nthank you']"
2279915,This debt was not validated and the collection agency removed it from my report and later reinserted the item in my report without contacting me first violating my rights under FCRA,181,['This debt was not validated and the collection agency removed it from my report and later reinserted the item in my report without contacting me first violating my rights under FCRA']
2373415,My membership rewards points are still frozen after I reach 3000.00 spending in XXXXXXXX.,89,['My membership rewards points are still frozen after I reach 3000.00 spending in XXXXXXXX.']
2430285,With XXXX I had some address that showed up on my credit report that they said they received from experian. They also placed some XXXX pages of paper work that hey sent over to equifax. Sharing my personal information with out my content is a direct violation of my rights under FCRA.,284,['With XXXX I had some address that showed up on my credit report that they said they received from experian. They also placed some XXXX pages of paper work that hey sent over to equifax. Sharing my personal information with out my content is a direct violation of my rights under FCRA.']
2472542,Disputed items were not verified or removed from credit report,62,['Disputed items were not verified or removed from credit report']
2472378,NonResponse from Documents supplied,35,['NonResponse from Documents supplied']
2282919,Experian credit bureau has failed to properly notify me of the results of my past dispute placed over 30 days ago. I disputed a delinquentcharge off XXXX XXXX account. This account is past the seven year when the account reported it first delinquency.,251,['Experian credit bureau has failed to properly notify me of the results of my past dispute placed over 30 days ago. I disputed a delinquentcharge off XXXX XXXX account. This account is past the seven year when the account reported it first delinquency.']
2417055,"I HAVE A COLLECTION ACCOUNT THAT DOES NOT BELONG TO ME. I HAVE NO CONTRACT WITH XXXX,",85,"['I HAVE A COLLECTION ACCOUNT THAT DOES NOT BELONG TO ME. I HAVE NO CONTRACT WITH XXXX,']"
2423275,"There is a judgement against me, it has been paid and the court has received a letter stating that the debt has been satisfied, but the judgement is not off of my equifax report, but it has been taken off of XXXX and XXXX. The debt is satisfied and equifax will not take it off.",278,"['There is a judgement against me, it has been paid and the court has received a letter stating that the debt has been satisfied, but the judgement is not off of my equifax report, but it has been taken off of XXXX and XXXX. The debt is satisfied and equifax will not take it off.']"
2422483,XXXX is reporting an account on my credit report when I have never had any kind of contract or agreements with them for them to be reporting on my report. I have contacted them and they stated they can not discuss the account with me.,234,['XXXX is reporting an account on my credit report when I have never had any kind of contract or agreements with them for them to be reporting on my report. I have contacted them and they stated they can not discuss the account with me.']
2431961,I was foreclosed on by XXXX on XXXX 2017 and I did not receive any notice. I only received an eviction notice for XXXX2017.,123,['I was foreclosed on by XXXX on XXXX 2017 and I did not receive any notice. I only received an eviction notice for XXXX2017.']
2381025,"Portfolio Recovery Associates is calling and mailing letters regarding debt that has inaccurate balances. I ve made several attempts to settle these accounts with them, but they are attempting to force me to pay money that is not owed.",235,"['Portfolio Recovery Associates is calling and mailing letters regarding debt that has inaccurate balances. I ve made several attempts to settle these accounts with them, but they are attempting to force me to pay money that is not owed.']"
2425218,Reported to company several times that account was not mine,59,['Reported to company several times that account was not mine']
2426378,State GovernmentRef  XXXX Tax Lien  Filed State GovernmentRef  XXXX Tax Lien  Filed The information was pulled from a thirdparty reporting and I was told by the court they do not report therefore it needs to be deleted.,219,['State GovernmentRef  XXXX Tax Lien  Filed State GovernmentRef  XXXX Tax Lien  Filed The information was pulled from a thirdparty reporting and I was told by the court they do not report therefore it needs to be deleted.']
2474051,"There are many inquiries appear on my report without my permission   XXXX    XXXX  XXXX   XXXX  ,  XXXX  XXXX   XXXX      XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX",273,"['There are many inquiries appear on my report without my permission   XXXX    XXXX  XXXX   XXXX  ,  XXXX  XXXX   XXXX      XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX   XXXX']"
2340604,"The calls come into my phone stated as unknown. When a message is left  which is not every time , it is from Synchrony Financial. As an example of call frequency  called 12 times yesterday. In the morning they called 4 times within a single hour. Then approximately once an hour after.",285,"['The calls come into my phone stated as unknown. When a message is left  which is not every time , it is from Synchrony Financial. As an example of call frequency  called 12 times yesterday. In the morning they called 4 times within a single hour. Then approximately once an hour after.']"
2378621,There are numerous mistakes on my credit report. I have attached a narrative to explain the details. The bureaus want me to sign up and pay for them to make corrections.,169,['There are numerous mistakes on my credit report. I have attached a narrative to explain the details. The bureaus want me to sign up and pay for them to make corrections.']
2422383,Interest charges keep changing. They are getting higher and higher and I am given the run around why this is being charged.,123,['Interest charges keep changing. They are getting higher and higher and I am given the run around why this is being charged.']
2325760,I purchased a mobile home and was charged a very high interest rate they said if I made all the payments on time in 6 months I could refinance at a much lower rate They lied I made all my payments on time my credit score went up over XXXX points but they wont even talk to me a year later,288,['I purchased a mobile home and was charged a very high interest rate they said if I made all the payments on time in 6 months I could refinance at a much lower rate They lied I made all my payments on time my credit score went up over XXXX points but they wont even talk to me a year later']
2370513,Under sec 609 Of the FCRA The Creditors must show A Document with my Signature On It to report the information. I know They do nt have that information on hand and They still keep reporting the Items on my Report I dispute. I dimmed this get fixe.,247,['Under sec 609 Of the FCRA The Creditors must show A Document with my Signature On It to report the information. I know They do nt have that information on hand and They still keep reporting the Items on my Report I dispute. I dimmed this get fixe.']
2417636,I believe that I am a victim of shortcuts or deception by Navient XXXX of misappropriating advance payments on my student loan accounts.,136,['I believe that I am a victim of shortcuts or deception by Navient XXXX of misappropriating advance payments on my student loan accounts.']
2276523,Chase Bank has a fraudulent credit card listed in my name. I have sent them several letters and a copy of my identity theft report from the police in my city. They are trying to hold me liable for this debt that I had no part in creating.,238,['Chase Bank has a fraudulent credit card listed in my name. I have sent them several letters and a copy of my identity theft report from the police in my city. They are trying to hold me liable for this debt that I had no part in creating.']
2329834,Equifax states that its mines without showing proof. I told them and wrote several letters to remove it but sometimes they do nt even write back or update my credit,164,['Equifax states that its mines without showing proof. I told them and wrote several letters to remove it but sometimes they do nt even write back or update my credit']
2432062,I am writing to dispute XXXX on credit report Membership ID number XXXX. The  balance  and  past due  listed on the account is incorrect. Please delete the account.,164,['I am writing to dispute XXXX on credit report Membership ID number XXXX. The  balance  and  past due  listed on the account is incorrect. Please delete the account.']
2285948,This company is not allowing me to dispute the matter which caused me to be on XXXX. I did not open this account with Chase,123,['This company is not allowing me to dispute the matter which caused me to be on XXXX. I did not open this account with Chase']
2416576,"I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of XXXX 2016 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.",295,"['I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of XXXX 2016 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.']"
2271358,"XXXX and XXXX are two different Company showing on my credit report and I know anything about this. This is fraud and I know anything about this reporting on my credit report. 

XXXX, I have no knowledge of this account and XXXX, this is unverified account",256,"['XXXX and XXXX are two different Company showing on my credit report and I know anything about this. This is fraud and I know anything about this reporting on my credit report. \n\nXXXX, I have no knowledge of this account and XXXX, this is unverified account']"
2479266,There are numerous inquires that were not done by me. I submitted the documentation as asked by the credit bureau and they refuse to delete them,144,['There are numerous inquires that were not done by me. I submitted the documentation as asked by the credit bureau and they refuse to delete them']
2426078,Experian is not responding to any of my requests to investigate and remove an account from my credit report that does not belong to me.,135,['Experian is not responding to any of my requests to investigate and remove an account from my credit report that does not belong to me.']
2476265,I checked my credit report and noticed that I have  one  account in collections with S  XXXX   XXXX  . I have no knowledge of ever obtaining this debt.,151,['I checked my credit report and noticed that I have  one  account in collections with S  XXXX   XXXX  . I have no knowledge of ever obtaining this debt.']
2283167,"I have disputed this charge on numerous occasions. They have continued to contact me and my family and friends. This was an account that was opened under my social, without my knowledge. Collection is still showing on my credit history.",236,"['I have disputed this charge on numerous occasions. They have continued to contact me and my family and friends. This was an account that was opened under my social, without my knowledge. Collection is still showing on my credit history.']"
2278681,credit report is wrong,22,['credit report is wrong']
2422829,"There are fraudulent inquiries which appear on my credit report, do not relate to any transaction  s  that I have made",118,"['There are fraudulent inquiries which appear on my credit report, do not relate to any transaction  s  that I have made']"
2422776,I have recently had changes to my Transunion Credit Report. I requested a copy of my credit report to verify the changes but Transunion has not complied with my request.,169,['I have recently had changes to my Transunion Credit Report. I requested a copy of my credit report to verify the changes but Transunion has not complied with my request.']
2378581,"my XXXX year old married daughter is on my report  XXXX  she should not be on my report. I do not cosign for any of my Children. One of the address is wrong, XXXX is the only address. XXXX is wrong ...",201,"['my XXXX year old married daughter is on my report  XXXX  she should not be on my report. I do not cosign for any of my Children. One of the address is wrong, XXXX is the only address. XXXX is wrong ...']"
2421620,Experian reinserted previously deleted information without notifying me as required by the FCRA. They are also reporting inaccurate information on my credit file. They have violated multiple consumer protection laws.,216,['Experian reinserted previously deleted information without notifying me as required by the FCRA. They are also reporting inaccurate information on my credit file. They have violated multiple consumer protection laws.']
2274858,"In trying to cosign for my Grandson to get an apt XXXX XXXX XXXX Apartments near XXXX State University in XXXX XXXX XXXX, they were advised by Equifax that someone using my Soc Sec had passed away in XXXX in 1992, also that I had lived in XXXX a city which I ve never been,",273,"['In trying to cosign for my Grandson to get an apt XXXX XXXX XXXX Apartments near XXXX State University in XXXX XXXX XXXX, they were advised by Equifax that someone using my Soc Sec had passed away in XXXX in 1992, also that I had lived in XXXX a city which I ve never been,']"
2421089,Lending Club continues to send me  preapproved  loan offers after having twice to lend me funds. I have written to the company and they sent me a response that does nt really answer my complaint.,195,['Lending Club continues to send me  preapproved  loan offers after having twice to lend me funds. I have written to the company and they sent me a response that does nt really answer my complaint.']
2274146,Every month UAS charges me 15.00 because they take too long to process my payment that I make from XXXX Online Bill Pay.,120,['Every month UAS charges me 15.00 because they take too long to process my payment that I make from XXXX Online Bill Pay.']
2418789,Experian is reporting information on my report that has passed the 7 year mark. According to the statute of limitation the information is inaccurate. XXXX student loan acct  XXXX Date opened XXXX1999. This should not be on my file.,231,['Experian is reporting information on my report that has passed the 7 year mark. According to the statute of limitation the information is inaccurate. XXXX student loan acct  XXXX Date opened XXXX1999. This should not be on my file.']
2280036,this is fraud someone has requested information on XXXX2015 and XXXX2015 in my name and I did not authorize it.,111,['this is fraud someone has requested information on XXXX2015 and XXXX2015 in my name and I did not authorize it.']
2425623,"I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of XXXX2016 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.",294,"['I was shocked when I reviewed my credit report and found late payment on the dates below  30 days past due as of XXXX2016 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me.']"
2279907,"XXXX XXXX, 2017 CFPB  XXXX XXXX XXXX JPMChase refuses to disclose to me the information about my Residential Mortgage Loans that it has reported under the Home Mortgage Disclosure Act  HMDA . I want, and need, to receive all such information. 

Sincerely, XXXX XXXX, IL XXXX XXXX",279,"['XXXX XXXX, 2017 CFPB  XXXX XXXX XXXX JPMChase refuses to disclose to me the information about my Residential Mortgage Loans that it has reported under the Home Mortgage Disclosure Act  HMDA . I want, and need, to receive all such information. \n\nSincerely, XXXX XXXX, IL XXXX XXXX']"
2377208,I sent Trans Union a request to remove XXXX unauthorized and unverified accounts from my credit report. These accounts are incorrect and Trans Union Violated Section 609 of the Fair Credit Reporting Act by not verifying signed Consumer Contracts PRIOR to reporting accounts on the credit profile.,296,['I sent Trans Union a request to remove XXXX unauthorized and unverified accounts from my credit report. These accounts are incorrect and Trans Union Violated Section 609 of the Fair Credit Reporting Act by not verifying signed Consumer Contracts PRIOR to reporting accounts on the credit profile.']
2382204,There is wrong information in Experian Report XXXX Account  XXXX Wrong balance XXXX Account  XXXX Wrong balance Please update my credit report as soon as possible.,163,['There is wrong information in Experian Report XXXX Account  XXXX Wrong balance XXXX Account  XXXX Wrong balance Please update my credit report as soon as possible.']
2287018,AT SOME POINT IN TIME JP MORGAN CHASE BANK BECAME SUCCESSOR TO INTEREST ON MY MORTGAGE AND I DEMAND ANSWERS AS TO WHAT SPECIFIC DATE THIS TRANSPIRED AND FROM WHOM. I ALSO WANT TO KNOW WHAT LOAN NUMBER THEY HAD FOR ME. I DEMAND THESE ANSWERS FROM THEIR LEGAL DOCUMENTATION IN WRITING.,283,['AT SOME POINT IN TIME JP MORGAN CHASE BANK BECAME SUCCESSOR TO INTEREST ON MY MORTGAGE AND I DEMAND ANSWERS AS TO WHAT SPECIFIC DATE THIS TRANSPIRED AND FROM WHOM. I ALSO WANT TO KNOW WHAT LOAN NUMBER THEY HAD FOR ME. I DEMAND THESE ANSWERS FROM THEIR LEGAL DOCUMENTATION IN WRITING.']
2424943,I applied for a loan from big picture loan company and they only gave me XXXX now asking back double the money than what I got and their fees and rates are too high.,165,['I applied for a loan from big picture loan company and they only gave me XXXX now asking back double the money than what I got and their fees and rates are too high.']
2284773,"I received a loan from RISE credit, illegal in New York state, for 3500.00 XXXX2016. After months of harassment and withdrawals from my account which caused me to incur overdraft fees, they sold my account to XXXX with a balance of 4600.00.",240,"['I received a loan from RISE credit, illegal in New York state, for 3500.00 XXXX2016. After months of harassment and withdrawals from my account which caused me to incur overdraft fees, they sold my account to XXXX with a balance of 4600.00.']"
2278562,"Late XXXX, I sent out a letter to Equifax to dispute inaccurate reporting. In my letter I requested that all NONACCOUNT HOLDING INQUIRIES OVER 30 DAYS OLD BE REMOVED.",166,"['Late XXXX, I sent out a letter to Equifax to dispute inaccurate reporting. In my letter I requested that all NONACCOUNT HOLDING INQUIRIES OVER 30 DAYS OLD BE REMOVED.']"
2417218,I have sent the creditor multiple certified letters asking for proper validation of this 6 year old debt. All they send me is a partial statement and a letter stating that the debt is valid. They are not showing me anything that is bearing my signature,252,['I have sent the creditor multiple certified letters asking for proper validation of this 6 year old debt. All they send me is a partial statement and a letter stating that the debt is valid. They are not showing me anything that is bearing my signature']
2423132,Company is reaging debt that should be listed as XXXX2012 as first delinquency. Showing on credit report as a new collection with date reflecting new date.,155,['Company is reaging debt that should be listed as XXXX2012 as first delinquency. Showing on credit report as a new collection with date reflecting new date.']
2418895,"Performant Recovery , Inc., Financial consultant in XXXX, Oregon   XXXX, using name XXXX . 
Has called family members, friends and my employer. Aggressively stating they have important info to provide and that they obtained their  my family and friends  info from a some type of reference.",289,"['Performant Recovery , Inc., Financial consultant in XXXX, Oregon   XXXX, using name XXXX . \nHas called family members, friends and my employer. Aggressively stating they have important info to provide and that they obtained their  my family and friends  info from a some type of reference.']"
2428557,I filed a dispute with XXXX weeks ago against Midwest recovery never had a pay day loan and I believe someone stole my identity. I m in the middle of a getting approved for a house and than this happens please help. It lowered my credit score by XXXX points and it s not mine.,276,['I filed a dispute with XXXX weeks ago against Midwest recovery never had a pay day loan and I believe someone stole my identity. I m in the middle of a getting approved for a house and than this happens please help. It lowered my credit score by XXXX points and it s not mine.']
2372556,I have a judgement on my Trans union and XXXX accounts and I ve stayed with my parents since XXXX2008.,102,['I have a judgement on my Trans union and XXXX accounts and I ve stayed with my parents since XXXX2008.']
2432232,There is a collection firm stating I owe XXXX and I do not. This debt was paid a while ago and this company is hurting my credit with false information I have disputed it and it still remains. This is FALSE and they are violating my rights reporting inaccurate information. Please help,285,['There is a collection firm stating I owe XXXX and I do not. This debt was paid a while ago and this company is hurting my credit with false information I have disputed it and it still remains. This is FALSE and they are violating my rights reporting inaccurate information. Please help']
2336525,"Caller left no message so I called the number back and got told I owed a debt to Washington Mutual credit card. After I told caller to stop calling me and to only communicate through writing, continued to call me 12 times. I have no knowledge of this debt, does not show on my credit report.",291,"['Caller left no message so I called the number back and got told I owed a debt to Washington Mutual credit card. After I told caller to stop calling me and to only communicate through writing, continued to call me 12 times. I have no knowledge of this debt, does not show on my credit report.']"
2329033,AD ASTRA RECOVERY I SENT THEM A DEBT VALIDATION LETTER AND THEY NEVER RESPONDED WITH DOCUMENTATION OF ACCOUNT,109,['AD ASTRA RECOVERY I SENT THEM A DEBT VALIDATION LETTER AND THEY NEVER RESPONDED WITH DOCUMENTATION OF ACCOUNT']
2428823,"I have paid my account balance to XXXX with Bank of America, attempting to get a mortgage for a new home by improving my credit score. They are not updating my credit report to reflect this paid in full balance. 
Please help",224,"['I have paid my account balance to XXXX with Bank of America, attempting to get a mortgage for a new home by improving my credit score. They are not updating my credit report to reflect this paid in full balance. \nPlease help']"
2376231,I took out a 400.00 payday loan. After several weeks I noticed the company was still deducting the same dollar amount from my checking account. I ve paid more than 700.00. I checked the loan document and learned I m being charged 766.56  interest. This is exorbitant,266,['I took out a 400.00 payday loan. After several weeks I noticed the company was still deducting the same dollar amount from my checking account. I ve paid more than 700.00. I checked the loan document and learned I m being charged 766.56  interest. This is exorbitant']
2275324,On my account through credit karma I have negative remarks due to late payments. I believe this incorrect.,106,['On my account through credit karma I have negative remarks due to late payments. I believe this incorrect.']
2478549,"I had contacted them about deleting  XXXX   XXXX  with documents from the settlement of the Class Action lawsuit I had been a member of and after several attempts of submitting these documents, the  XXXX   XXXX  is NOT deleted from my report.",242,"['I had contacted them about deleting  XXXX   XXXX  with documents from the settlement of the Class Action lawsuit I had been a member of and after several attempts of submitting these documents, the  XXXX   XXXX  is NOT deleted from my report.']"
